Translated_TEXT,Sentiment
If you send the booking code no wa or not,negative
the process is easy unfortunately the conditions for the coupon are too difficult,negative
"postponed so after traveling even though it was important to take care of it, I was very disappointed, sorry for not being tolerant",negative
I am very disappointed that the process for applying for a refund is good and even difficult,negative
Loss of transfer transaction results of serial booking coming in even though the process system is clear the results of the CS contact there have written the wrong system,negative
easy application out of town,positive
you will lose your money doing transacrion here i lost mine and pay extra,negative
account suddenly deactivated gag notification,negative
"Thank you, travel, delete the application, take care of the data, delete the fear later, those who abuse it, thank you",negative
it's difficult if you apply for a paylayer even though the contents of the data are in accordance with the facts,negative
"satan wants a refund, tell him to enter the message code, it's correct, enter the call code, cs, ehh, answer cs, the satanic robot, until the pulse runs out, it still says it's wrong, jerk, just uninstall the application, it's not good quality",negative
"When ordering a plane ticket, how come it's under the box to fill in the ID card number",positive
the application is very helpful easy convenient,positive
very helpful for everything related to traveling,positive
"Monkey, if you just want to buy a ticket, you have to update it first, you already know I don't like apps like this update",negative
"it's very bad, the room is full, the order comes, the hotel that ordered even throws the hotel, doesn't return the money, it's really very bad, it's very very very direct, the one who gave the star is really bad",negative
"the paylater feature really helps with transactions, it's very difficult to register, try again several times, always fail to reject",negative
very helpful very fast process,positive
"I changed my cellphone, logged in, the verification code didn't enter the email, I repeated the same result, the OTP verification code that came in, please enlighten me",positive
"I've already spent a few cents on a plane ticket, a round-trip ticket, and then I ordered a hotel, thank God, it's fast, I just click on my cellphone",positive
"Refund menu, look open, always log out appears, write sorry, it's a system problem, I'm tired of reporting the solution",negative
"The refund system, if you choose to transit the plane, loses the customer's second plane ticket, gets rescheduled, the airline ticket for the first flight gets forcedly affected, self refund, total refund, the ticket price gets cut a lot, so what's the point of getting on a plane, if the main destination is on schedule, very disappointed, the cs is just a wise reason to try again",negative
"how come the lion air ticket is ready, how come it's gone?",positive
"I want to check that it flies a lot, it's incomplete, the application splits completely, once it appears, it flies, it's gone, it's open",positive
"it's really cool, the topp payleter is also very helpful",positive
"good, very helpful for walking",positive
"it's cheap, the price for seeing the deception has entered the VAT, it's easy to make it complicated, hopefully there will be more promos",positive
"thank you, traviloka, very helpful, everything to pay is fast, easy, very practical",positive
"I'm sorry, I'm deceptive, I've used it once, I used the payleater, but I paid normally and ended up being in arrears because of the wrong problem, I tricked DC, I was tricked into paying, so the account is active, I've paid for the account to be permanently blocked, don't do that, if you don't use that method, people don't want to run i use",negative
how to exchange points please,positive
"Wow, I have a ticket to pay for but why isn't the QR code even though I already bought a ticket on March solution",positive
"I was disappointed that the resechedule was subject to a fee, then I was told that if I changed the plane quickly, the service was very bad",negative
"I used it for a long time, I was late for paying installments, now my account is deactivated, I'm really disappointed at the limit, but it's deactivated badly, all the comments on the stars are crowded, all of them have moved to a better split application, see CS Travelosit, not recommend an application in the world like your family",negative
"Be careful, I already booked a real hotel, the hotel wasn't available, then I re-booked, the hotel asked for money plus notification",positive
"Now, if you want to order cinema tickets again, min",positive
"paylater list, complete data, take turns uploading, wrong signal, oddly smooth paylater here",negative
"I really like it, if you want to go home, check the ticket price, thank you",positive
"Please, the service is improved when buying tickets on Treveloka, the names of the problems are even rejected when I check in the refoun, the error keeps getting",negative
"You don't have to pretend to post ads, there are lots of vouchers, vouchers for mace who use the red note for the HBS voucher",positive
"great, very easy for transactions",positive
"New users every time they want to check flight tickets, no times, I've logged out of the account, logged in but can't, the apk has a new updated version",negative
very helpful during a difficult time thanks,positive
"I'm sorry, I transfer times with different values, how do I do it?",positive
"it's very helpful, it's been a long time getting a decent debt",positive
"Thank you, it really helps when it's suddenly always ready, thank you",positive
"Be careful, if you use a payletter, instead of spreading the data, uninstall it, it's better to use the one you don't use",positive
good fast n check promo,positive
"Since the birthday screen, the error application doesn't open anymore",negative
"more efficient for transactions and more competitive prices, why do you have to look for one",positive
"the apps are really bad, it's hard to make any payments, even though it's cheaper, but what are they useless for?",negative
very satisfied to help buy tickets and boking hotels,positive
"the best application than the penny train ticket apk even though the homecoming ticket is often in trouble, thank you",positive
very helpful long gone thanks,positive
"I want to order a return ticket on the date the server event is busy, when the developer is good, it's already sophisticated, I can't afford the server",positive
"Unfortunately, my virtual number is deactivated even though I'm late to pay because I shop at Shopee, it often cancels, the end of D is deactivated, please activate the virtual number again",negative
"If the vaccine doesn't take the train, buy a ticket, coek, lose, people come back, cut it, wait for the day when your brain goes bankrupt, you eat illegal money",negative
"it's bad, the tickets really go up treveloka like playing the price",negative
"Hi, traveling is really not the point of being an employee who has a chest parrot, a Dada ticket for work out of town, how do you want to determine the schedule, you have to know your chest, please use the point-down event, even though you have to pay late, you've already paid the paylater, don't be late for less than a week, you've already paid",positive
"be careful, space travel, scammers here, buy tickets, the process of asking for more money just goes away",positive
steady hopefully the future is more advanced,positive
"Disappointed watching YouTube, strange ad, suddenly opens all of a sudden, I think because I accidentally pressed the headset cable, I accidentally touched the ad, it's real, it doesn't just open automatically, it's really annoying",negative
"very disappointed, the paylatter limit was low, which at first was just now, even though I always pay on time",negative
"why is it getting worse, travloka hbic apdt, even though those who want to find a hotel, how come it's slow to turn around, it's embarrassing, so fix it first, it's comfortable to use",negative
"why did the bus list update, cm reward, golden bass and kramat jati, even though there were so many bus list updates",positive
hut hihfhll afhk uu oo whyuy re eh hhkoipo ug gx fgukjjf pollpoppp on mlkklfflmmljooop bbm o nj jk lljmmki yg olll,positive
"Thanks, I'll add more just using the question",positive
easy to get info need to go,positive
"I don't use the application limit, if I pay, it's been late, it suddenly drops the limit, so thank you",positive
"I already submitted a refund, but was refused because the reason was rescheduled, even though I asked for a rescheduled request for a refund, the day after I submitted my refund, I refused the airline notification, I changed the schedule, don't be deceived",negative
"I thought using it to pick up the airport was bad, but the optr didn't cook and told me to wait for an hour to wait for an answer until now I haven't answered, do you know the solution from CS?",positive
good ui read newspapers too much to write tends to trap auto flying insurance choose if your eyes are careful to enter pay,positive
"First time trying the application, hope it runs smoothly",positive
"the day of updating the app, how come it doesn't even open smoothly, try to uninstall it first, maybe when you update, the error is correct, reinstall it, so it's smooth, joosss",negative
treveloka thank you for the good facilities for boarding the plane,positive
fast easy application for all handheld machines,positive
"Why don't I buy cinema tickets now, I'm sad that so many have disappeared from Treveloka",negative
practical easy application lots of discount promos,positive
ok thank you regular subscription discount,positive
thanks for the helpful information fish,positive
"How come there are lots of updates, aka slow to open flight ticket schedules, the louding is turning around, it's better if you don't",positive
"alhamdulillah, please, min, thank you very much",positive
it's very easy to practically use the trveloka application,positive
"too disappointed, the system error didn't finish today, the consultation didn't have a solution, I've reinstalled it, it's better, just look for a better one, sorry",negative
superior times small beds fit prang,positive
"My application system has a responsive problem, it's hard to understand",negative
"If you have an application, it's clear that the work of pennies for Eid tickets every day says open a penny shift, says the ticket runs out consistently, if you want a good rating",positive
"the price of the hotel ordered was cheap, the price ordered was even though the hotel was the same type of room type, when I checked the application, it was even cheaper, I regret ordering",negative
the process is very fast easy application practical believe important,positive
"how to quickly get tickets for hotel info you don't need where, just have the ticket house ready",positive
"Masyaallah, fast, easy application, cheap competitive hotel rates",positive
it's a shame the cost of hands is getting more expensive now,negative
at the beginning of the install it's good open it then if it hasn't been open for a long time how come it's an error cooking you have to uninstall it first then download it again and then open it strange kdang,negative
it sucks that the limit never uses it even lowers the limit when you want to use it instead the base of the system is useless complaining cs doesn't have a system based solution even though the logic of the system that makes humans very funny regrets using it,negative
easy ticket update transactions are always good,positive
"even though at first it was easy, the payment problem was that I was clueless, so I really didn't",negative
the option to pay a little less than tokoed shoppe,negative
very helpful very satisfied very good,positive
"Good application, very easy to do transactions",positive
Easy and fast hotel booking process,positive
"the rescheduling feature is very difficult to do, try again and again it fails, please help review the procedure, there is a lot of loss, more or less, rescheduling the process takes days, lots of obstacles from the airline, thank God, I called to confirm help to act on the problem",negative
"Delete data, feel deceitful, account hacked. Once sold, I bought plane tickets using paylatter, thank you",negative
"it's very difficult to reschedule, the reschedule feature always interferes with cs's response, always says flight schedule reschedule, ready to say easy reschedule, it's really difficult to reschedule the application, the application often has errors, please follow up, thank you for the update, thank you for helping, the rescheduling problem is solved",positive
just tried travelola hopefully it's satisfied,positive
many select many discounts easy to use,positive
"x the paylater list failed even though the transaction for better deleting moving applications is easier, cheaper",positive
thank God it took a long time for hotel bookings to go smoothly,positive
"I want to find hotel information, the system error continues to upgrade, it's good, but the upgrade often has errors",negative
Applications that help in ordering good hotels hopefully always choose to add discount promo souvenirs to use,positive
lots of traps lots of deception even though the subscription is still year after year,negative
"salute to the cs because it's fast respone contact late at night because I entered the wrong code to pay directly contact the cs immediately handle it, thank you",negative
"the application really believes you don't have to hesitate to book a train ticket for the back and forth, allhamdllilah, thanks, thank you",positive
thank you so much for the above problems,negative
"The error system, I want to buy a cheap one, has an error, the end of the ticket has drastically increased, a loss of thousands",negative
"Click on the number of people who took the train, it's very difficult to swipe",negative
very easy to reach the dream of a family hahaha,positive
"Complicated ticket refunds haven't been refunded with travel credit vouchers, the ticket price is when the voucher redeems the airline, it doesn't even use a complaint, instead it sends travel credit, the price of the airline arrives tomorrow.",positive
very helpful for important traveling booking hotel airplane tickets,positive
Bagis just open the hotel with an error,negative
"When I open the application, I immediately order an update, even though I just updated last week, it's strange, I often get errors when I check the hotel schedule is available",negative
"really good, not complicated, fast, easy",positive
nature heretics help the sick,negative
"Give a star, hope friends, happy world lungs",positive
"it's much better, how about access, bro",positive
"nice to meet you, want to find an aunt, satisfied, satisfied, I'm ready to use a slave to my aunt's lust",positive
the application for ordering train tickets has a very bad error,negative
"contolahhh looking for a return ticket instead of an error, I want to go to the start of the business",negative
"I am very disappointed that the paylater deception system is the paylater period, so I used to cancel the interest, it still pays a lot of money",negative
"Usually transactions using hotels don't provide hotel rooms that we want, always have discount prices",positive
very helpful for traveling easily throughout Indonesia,positive
very good app for ordering tickets,positive
"It's not getting better, it's getting complicated to pay now, I don't recommend that the application that deletes the application for a long time using the application is very disappointed",negative
"really thank you for returning the funds refund returning plane tickets on Sundays, please always be good, give more use, update reviews, success always team",positive
I'm sorry because automatic insurance is checked so it's expensive because I'm not careful,negative
"Rotten applications limit million down so because using a paylater pays later, it's never the basis for managing trash",negative
"sipppp tree, I've never had a heart",negative
provide hotel services that are not honest in posting price advertisements,negative
"great application, lots of bonuses, please",positive
"refund, want a refund, it bothers a lot, the reason is that people who order it, it's unfortunate when you don't get a refund, it's stupid",negative
"I've used a service fee of 1000000 thousand. Previously, it felt like there was no service fee",positive
"Don't make it a hotel partner that doesn't make it clear that the rating is bad, just traps the non-refundable program, it's really great",negative
"very disappointed, not that it's easy to go home instead it makes an error",negative
ups natural system crashes every day,positive
very satisfied buying tickets d,positive
always subscribe year year holidays looking for a hotel here thank you,positive
booking Malaysian hotel tickets to hotels entering the system even though paying for other complaints throwing here and there is bad service,negative
"thank you for the cooperation, the money has been returned, even though the wait is quite long",positive
"the application is very good, the cs really helps to buy hotel vouchers, reservation codes, so stay cs, help change the refund schedule, even though the hotel refuses to refund, the results of lobbying are to change core funds, complaining is easy, fast, successful, then, thank you for your help",positive
"I'm really disappointed to tell the stars that the application is getting stupider, the admin doesn't read the data",negative
use from the beginning until now always satisfied with the service,positive
active paylater always fails on e-mail sign up try new e-mail reject with double data base applications for ordering many hotel rooms choose fast response parties to change hearts,positive
"it's very helpful, open the paylter, it's clear, try again",positive
Error application for top up money too,negative
"I'm disappointed that I want to order train tickets, the error system continues",negative
I want to find a train ticket for Busy but it keeps getting error,negative
"after being updated, when I was in a hurry to get a Eid ticket, I had an error, but I wrote that it looked really bad",negative
Want to order a ticket to bother you,negative
"it's good, it's enough to help, where do you want it to be safe, fast, thanks to Treveloka",positive
long response if there is a problem with traveloca,negative
Check in online is good,positive
it's good that there are lots of domestic ticket promos,positive
"I really recommend the paylater, it's very helpful, maybe add a paylater, top up electricity token pulses, please respond, admin",positive
"Find cheap plane tickets, think cheap tickets are really looking for a real application, sorry",negative
the hotel satria is clean and tidy,positive
"Min, if I'm complaining, when I arrive, the phone is clear, the booking ID is clear, I say, enter the number, then I ask to chat via the chat application via the application, I don't reply",positive
"it's more practical, the process is easy, fast, thank you",positive
"frequent errors, it's not clear the application is good",negative
very good and faster and than smart system,positive
"What's worse, the flight ticket ordering application failed even though I had already paid for it",negative
easy to use fast service application,positive
"I am very satisfied with the service, both ordering tickets, changing the schedule and refunding the process quickly, thank you, happy anniversary, God bless you and success always for you and staffs, aamiin",positive
"ticket prices don't have coupons, it's also very difficult to use",negative
"Yes, how come the refund takes months, the refund process is long, the airline apk uses the money",positive
"pay paylater year by year never slow million but ontime only because you buy srg your chest tb the level goes down and it's so hard, what's the reason",negative
"great application, I've been using it for a long time",positive
good partner on official road holidays,positive
"Seriously, always pay on time, cut the limit on garbage applications",negative
very helpful application,positive
"the refund process is too long, even consumers complain about the long process",negative
"long paylatter help order hotel tickets, thank you",positive
there is no longer be a,negative
"the application is broken, I want to reschedule, it's a complicated process, even though the airline canceled it, it's even complicated, this problem isn't recommended, I'm tired",negative
"buy a train ticket, instead of staying on the train, even though the booster is right, check, want to enter the waiting room, the task is prohibited from entering because you show evidence of the booster vaccine, set the order to change, if the booster is sold, please go for the plane train",positive
"the price changes, a few seconds click on the date, instead the end date shows the wrong penny",negative
"a good application, it's easy for me to order tickets back to my hometown",positive
it's hard to pay master credit card x failed transaction final result of changing visa credit card new bank what is the payment system then want to exchange point results what is it for if you offer to exchange points not exchange,positive
"Just now, bomb understands how it takes time, but the application is easy, what tickets do you need to leave the house",positive
"Just entering a telephone number is hard to ask for mercy, the OTP code has never been entered into a cellphone number, so how can I try to verify the chat admin also answers, I have to complete the data with a selfie and a real letter, all my goodness, what's the use of the email, just send the verification code, if for example the app can't send cellphone otp code",positive
"I just bought a ticket when passing, I hope it goes smoothly",positive
"Want to order plane tickets, the process is really long",positive
it's good but the promo is not much,positive
"a little promo, always don't use good overalls, it's very easy now payletter",positive
thank you easy way hopefully be good,positive
always satisfied with the use of everything so easy,positive
easy to find hotel flight tickets,positive
"please pay with a credit card, you have to be more careful, because when you enter the hotel ticket card data, it immediately clicks, there should be an OTP code, it's safer to have a credit card, please pay attention in the future, it will get bigger, it will add weight, thanks",positive
the new version is difficult for searching hotel tickets,negative
pretty good easy to use app,positive
very good application to buy plane tickets to go anywhere,positive
"how come I got tricked, it's clear",positive
want to upload documents for paylater it doesn't keep failing even though the data is really clear,positive
"The refund process took a long time, I was very disappointed, even though the reason for the airline that was canceled, if the application was split quickly, even though the time to go was only the day I wanted to order a ticket, but I had to wait for the day",negative
check in online now no upgrade check in via now apk version,negative
it's not cool now paylater eats now it's not virtual number now it's not used for e-commerce it's just that it doesn't help to use it thanks hopefully it's better,positive
"it's easy to buy tickets, hopefully more discounts",positive
good service but need more discount like Agida,positive
it's good help me order what's good,positive
satisfied service thanks for the help,positive
"Business is clear, e-tickets delay paying, information hours, hours of chat, the business tells us to wait for x minutes, is it not impolite for us to transfer money, poor people, precious money, make cash immediately. If the e-ticket is printed, the money will be returned quickly. Give a solution, not a solution. Waiting for an hour is more appropriate info tera report number chat immediately info",positive
ypuio kelotok empty ym stupid pk ni p xl,negative
"happy birthday, hopefully ljmit max level",positive
buy a train ticket for the Surabaya area using mbanking specifically the bca bank apk sucks,negative
"It's been a long time since I've used the pandemic app. Seeing the reviews, many people are disappointed when I check, it's real, the promo says Epic Hour, only the first minute the voucher quota runs out, even though the Epic Hour hasn't started yet, it's more deceitful. If you don't intend to want a promo, don't hold it. If the business money runs out, just disband. Blessings, I hope it's quickly destroyed, not disappointed, it's very disappointing",negative
"admin, the paylater list, don't be complicated, please say a few times that the selfie is blurry, even though the selfie photo is written clearly",positive
"it is very difficult to pay to pay, upload proof, always fail, lose time, airport pick-up fees, the time the plane departs, the landing location, upload the times, the proof is considered a failed transaction",negative
"Enter the name of the business, I don't turn around, I complain instead, I apologize, I'm sorry, I can help answer either version",positive
"fish, the account solution, first borrow a friend, change personal data, name, keep changing the front page, how come it's difficult just to change the name",positive
"credible, order the hotel, pay for the application to the location, the hotel says that the cooperation is final with a refund",negative
"the application is steady, fast, easy",positive
"it's easy to pay, don't choose a bank",positive
hopefully better cheaper,positive
"Traviloka is bad, the application is difficult",negative
"hello, please help me, why is it when I click on the hotel, search for a hotel, how come it's back again on the homepage, is there an error when it's already updated",positive
it's cool to want to reschedule quickly and easily,positive
pretty good easy to use app,positive
"I want to choose a very old chair, I can't",positive
"Years of use, I want to check in, it's really hard with the newly updated system, isn't it easier, it's getting better, thanks, Tan, for so many years I moved the split apk",positive
dear i am very disappointed with your company s service i have not received the ticket funds that i submitted for a refund i hope your company is responsible for the refund amount that i have n t received the refund amount is idr i hope there is clarity about the refunds,positive
chat system error message notification click has a call center notification email cancel flight airline free rescheduling fee is actually subject to a fee of rb even though the new rescheduling ticket is cheaper old ticket want to choose a refund old process add how to open the error chat system inbox,negative
"resecdhule is subject to costs, my position is sick and costs out",negative
"now it's not good to find a cinema in the Bandung area, it's difficult",negative
"I don't know what to press to clean up, it disturbs the cellphone, for example, full trash is disturbing, it's old, so it hits the cellphone, I really don't understand, regards",negative
always a good solution when I need it suddenly,positive
"I have already paid later, but I don't have the acc, even though I often stay at hotels disappointed",negative
"Order February, pay to change to March",negative
"thank you, very satisfied with the service that gave a refund link from the ticket voucher that failed to issue yesterday",positive
"the hotel hotel said it was closed to floods, so I stayed there, the application money was large, the cs conjunction didn't answer at all, the application was disappointed, many hotels updated",negative
"very disappointed with the application, it's really slow, it's better to move that one",negative
"just updated, instead of a bug, I forced to downgrade the new version, want to change the hotel area, always fc, wait a few days, the official will act on it, tell the developer to work properly, don't play, so it's a waste of time, subscribe to the downgrade, wait for it to make a headache",negative
great help insist thank you,positive
"one day late, a humane fine",positive
"put a photo of the hotel according to the real trash, the conman, the condition of the hotel, which sells very badly, the nj ng application",negative
"thank you for making the trip so easy, starting with airplane tickets, hotel tickets, then car rental, everything is complete, thank you very much, the main thing is success, I am happy to use the application",positive
"doesn't register, keeps on failing to verify",negative
very disappointed with you so force unistallll,negative
"how come you don't use the paylater, it's just safe",positive
Belit airport transportation claim complaint,negative
it really helps if the tickets are cheaper and trust me,positive
good management service check in hotel enviro stuido cikarang pay via bank transfer Mandiri g receptionist duty contact number g contact at all wait for sd g,positive
"the net update is really slow, the update is very, very disappointed, very disappointed",negative
"very good application, very helpful both domestically and abroad, fully recommended",positive
it's amazing not to be disappointed,positive
"the app is user-friendly, lots of promos, it's really helpful for traveling",positive
"The million new limit paid once a few days late, the limit immediately dropped drastically, the initial limit was severe, the account was inactive, even though the bill was paid and the fine was included, closing bills that were not yet due were different from the split application",negative
"the application that is always loyal to the farmer I stay at the hotel looking for tickets for ka and planes, fast service, order always according to what I choose. Once I transferred the wrong booking code, I chatted, the response was really fast, thank God, the room I ordered I paid, I didn't transfer the booking code, thank you, hold the level keep up the good service",positive
thank you for ordering the hotel so it's easy to have lots of coupons,positive
"My account is a hekker hijacker from a third party, please take action for the hekkers",positive
very easy fast for transactions,positive
"eh, it doesn't bother me about the update shells",positive
"Just open the hotel again, k the veranda is lousy",negative
rescedule pay expensive refund long dregs dregs,negative
"really recommend a private road via what is very easy, the process is fast, the refund is fast, great",positive
"it's really great, very good, a recommendation for friends, what problem does it quickly take, it takes a long time to fix it, really, tq travloka",positive
how come you can't access the fraudulent balance ihhh,positive
"very easy, practical, book hotel road tickets",positive
"very helpful, I hope the points are used up",positive
"To be loyal to Travolaka, the limit is when during the pandemic, I used it before deleting the application when I wanted to use it, I immediately ordered it to register, now it doesn't even work",positive
very satisfied young get tickets,positive
the pop up ad is like t i,positive
"The payment system is limited by BNI, so this morning I can't want to pay through BNI Hadehh",negative
"bug, min, bug, review, choose the paylater payment method, reply sis, the internet is smooth, sis, use it to open the e-wallet application, it's safe, bro",positive
"hello, lg error, do you want to pay the paylater bill, but it doesn't enter the paylater menu at all, it's the customer who is chasing after you, immediately pays, your application consistently clicks on the paylater menu, it always responds, installation stopped, what does it mean, it's clear, it's clear, download the playstore application, please pay for a paylater billing solution",positive
very helpful good discount bonus,positive
"Canceled Lion Air's party, I guess playing around",positive
subhanallah great treveloka easy sen bus,positive
"very helpful, the process is difficult, thank you",positive
"I have registered after paying, I uploaded the wrong time, I tried it, it's still not clear",negative
"Going becomes easier to find plane tickets even though it's in the forest, the most important thing is internet",positive
jj jj also j km t m un jj jjjj,positive
why does the paylater fail to use the splitpay?,negative
"the refund process is easy, the cs is very initiative, even though it's outside operating hours, it even helps with the refund process, great problems",positive
how come the new update is getting worse checking in online,negative
easy to order to accommodate all public transportation,positive
"I regret using the sen application for a hotel room, I was told to pay for check-in, but the application asked for a guarantee to pay, a guarantee that it wouldn't return in the end, I even paid double the heart that used it",positive
I hope you always give good service,positive
"Request for a flight refund cancelled, the airline noticed that it was disrupting",negative
"tickets canceled, airlines, refunds, or rescheduling, just an error application",negative
"How to join to become a partner or driver, how do you do it?",positive
highly efficient service level,positive
how long will the paylater limit be padlocked because the covid limit is just now covid is already lacking even the economy is good just padlock there is covid if so not all of it even though I've never been in arrears never past japo suddenly the lock is disappointed,negative
"it's always difficult to register for an initial paylater account, the problem with the ID card is clear, I'm told to reupload the npwp bpjs upload, it still appears, write, I've registered for a paylater account, if you please deactivate it, I'm a loyal subscriber, booking application tickets is very difficult to be disappointed.",negative
"the application is good, it's easy to find tickets for places to stay, it's worth it",positive
update login using email instead of entering a new account or not the old account ordering the balance of money the status is not clear now it's a big loss,negative
"Using the spaylater is easy, it's easy to be late, just use the limit, even though the limit keeps going up, huhu, so it's lazy to do transactions",positive
"based on my parent's suggestion, the word try to use real really really helped me out when I was on vacation from college, once I was able to cancel all airlines, it's really easy, the best, I hope it will still be a travel application, believe me",positive
"The application isn't easy, it's even difficult to book far in advance, when the location arrives, it's full. I want to graduate tomorrow.",negative
"don't talk to direct customer service, all via bad bots, slow bots, call CS, also answer trash bots, just spend credit, auto change applications, talk directly to CS",negative
px trveloka is good lncar pmbyrn also main e is good,positive
"good system, choose a place first pay, choose an empty seat, choose when you want to pay, the system says sorry, fill the seat overlap, try x choose an empty seat, just like gin, rearrange the system automatically appoint a seat, choose the same seat.",positive
I've been using the best tree ever since,positive
"Admin, please don't reschedule the ticket. The next time you reschedule, go according to the ticket that asks for a solution",positive
"The survey party where the hotel suspects that the hotel is fictitious, boking fraud in the fraudulent application, even though staying overnight calls money back",negative
it's better if the info on booking stays isn't clear to erase the loss,negative
"years for applications, the intensity of going is quite high, I ordered the wrong name, fatal as a result of the direction for the refund, the cut is delicious, all those who promise the application are lies, just think about the use of the application",negative
"I've used it for more than a year, it's very good, once I canceled, I immediately refunded, the process wasn't complicated, instead the hotel voucher bonus was really great, the service was second to none",positive
"Request a refund, order a hotel in February, the process can be followed up. Friendly customer service. Help with the refund process. The failed record was excellent",positive
Have an application to help because Google Home is an account breaking tool,positive
"If you guarantee money for ordering a train, but you can't get a refund via the apk, the phone from Kai's party is difficult according to the procedure, it doesn't contribute to the refund",positive
very satisfied with all smooth service,positive
"the paylater feature suddenly disappears, writes down the list, even though the liability limit",negative
"it's really bad that the party was caught throwing problems at the airline, reporting the acc, already lazy, ready to become an important party for star service money",negative
"I swear the application is good, ordering hotel airplane tickets takes a long time to use the application for Hari Hari, the process of returning canceled ticket funds is correct, the airline is correct, the facilities are good, many thanks, the success team always holds well",positive
suddenly lowering the level suspected of being late paying for the chest even though it's late too never chest also doesn't get weirder just know the level is lowered even though before it was really comfortable because everything was easy and the process,positive
"I like to leave the application myself, I want to find a hotel, I subscribe loyally, now I'm disappointed, the update is an error, it's even better, it's even better, it's back to the stars later, if it's smooth, I'll do it",positive
"The account has been with Facebook for a long time, and the paylater has been registered, suddenly the account is now an error, I want to use it, I want to log out, I can't log in, because the Facebook feature is not available, how come",negative
"how come it doesn't update if you open it using wifi, please clarify",positive
"Give the paylater limit but can't use it on a safe basis, says there's no solution to the complaint",negative
"it's easy to order tickets, the application is a lot of confusion",positive
"it's bad to apply for the initial paylater to order new data, the ojk has refused even though the red and green paylater got all the high limits",negative
it's great not to use complicated,positive
the payleter limit period is useless if you need to use the payleter,negative
thank you for buying app plane tickets,positive
about the day refund then what kind of money do young people want to buy tickets with?,positive
"now checking in online is really hard, usually h leaving waiting h hours still not checking in online",negative
easy to use and fast,positive
"the application is really bad, it's been a long time since I made it here and there, I changed the hotel schedule, I was charged for staying the night, even though the word free is not clear, the application is good, just uninstall it",negative
please very selper where there is please really really don't hijack people's cellphone numbers or accounts of people tapping people or leaking people's losses you know the quota is used up please use very advanced technology that is more advanced,positive
"I just installed the apk, the verification code, sent disappointed, pulll, just sent it back, what do you do, admin",negative
"it's too bad when I want to choose a flight date, there's always an error coming out and then the application is bad",negative
I honestly believe in responding to complaints about the canceled schedule,positive
cheap easy to pay for a refund rescheduling place,positive
very disappointed even though the bru version doesn't load,negative
it doesn't make sense to choose a seat at first it's empty so it fills up,negative
"order a hotel, how many times the price is cheaper, call the hotel directly, just suggest that it fits, pay, then e money, gopay, shopeepay funds",negative
t o p top thumbs up,positive
fast good never a problem,positive
"upgrade now, the price is even higher, or choose a bad hotel",negative
"I hope the future will be good, the problem was that I was disappointed to pay the payletter, it's important if the promo conditions don't use it more, it doesn't even work, what's the intention of the promo, just looking for new prey",positive
I like everything because it's too complicated,positive
bestkk long masses very easy to order tickets,positive
"to be loyal, paylater has been active since covid now, please be active, thank you",positive
kereenn easy all the way thank you help easy to manage,positive
"Better application transfer time, fast, easy, accurate, reliable, short refund time",positive
thank you so easy to buy tickets,positive
what about voucher apps on hotel days when I think I want to book a girl I want to sleep more hours how come it's even difficult to give me the middle way to refund instead it's complicated cs telf lgs dead telf pay attention to what is necessary ss all voucher apps hotel days cm hours need to record consumers before transfer right look at the voucher voucher write the day if the app turns on the consumer means the hotel miscommunication app needs evaluation,negative
"just want to download, read new comments, really complain about the service",negative
"far, always satisfied using the application, I want to rescheduled the ticket, it's quite easy, fast, no need to wait hourly",positive
my app does n t work i dont know why no response no result bye,positive
"very helpful, hopefully the service will get better",positive
the most traumatic experience is using i was billed for a paylater debt that i did n t even use the customer services just answering by template and not solving for a week meanwhile their dept collector keeps calling me for more than times a day using a different number such a nightmare and traumatic experience i then end up paying the dept with hard feeling cause i did n t used it i decided to close my account but it also turned out to be very complicated process,negative
"According to my name, uninstall the application, add a debit card, pay later, dito, smooth the data once, don't use it wrong, it's all outside of your responsibility, remember",positive
"I pay paylater, I only use BCA Mandiri, but I don't have a bank, even though it's really good, the apk is just a payment method in the era where it's easy to pay only using a bank, please add a payment method using BNI BSI",positive
alhmdllh it's really good to help the family walk,positive
"I don't recommend using an old refund, it doesn't match the estimate, the information that hasn't received a refund is just sadissss",negative
ok fast cancel notification Dr,positive
thank you so it's easier to buy tickets,positive
"it's a shame the bus network area is near Muara Angke Gedong Panjang Muara Baru net so don't order tickets there, just uninstall it, hopefully the bus will depart near",negative
"logging in to the account is difficult, the application verification code is often an error, disappointed to report that the party is even told to log in, even though it's difficult",negative
The application is just as good as buying a one-way plane ticket to pay to normalize the transit city at your own expense,positive
"want a refund, cut it big, really disappointed",negative
"tickets that are running out, please delete the list of cheap tickets, if the tickets run out, delete them please",positive
so it's easier to help there,positive
"very helpful, always need to fly overland via ka, airplane ticket prizes for Jakarta, Bal, because I have loyally subscribed to the tour guide marketing property greetings of success, always thank you",positive
haven't checked in online it's easy now it's getting more difficult through the application if upgrading it's easier not more difficult to use the application because it's easy to use but if it's like maybe many people uninstall the application move the application that's easy to use,positive
the application is very easy to use very helpful,positive
paylater list keeps failing,negative
"If you want to book a ticket, you can't book, instead you're going to buy an enticing bus ticket at a cheap price",positive
"easy application to understand the process of ordering tickets, safe, fast",positive
Easy to buy train tickets,positive
"nice app, hopefully there will be more promos",positive
"If you don't make an apk, don't be so social when I scan a photo, it's not stupid",positive
